Company Name,Names,Sales Package,Model Number,Model Name,Type,Bluetooth,Memory Card Slot,Configuration,Power Output (RMS),Color,Wired/Wireless,Subwoofer,Wall Mountable Satellite,Built-in Fm Radio,Outdoor Usage,Frequency Response,Power Source,Impedance,Portable,Width,Height,Depth,Cable Length,Satellite Depth,Satellite Height,Satellite Width,Satellite Weight,Subwoofer Weight,Subwoofer Depth,Subwoofer Height,Subwoofer Width,Center Satellite Weight,Center Satellite Depth,Center Satellite Height,Center Satellite Width,Tweeter Diameter,Warranty Summary,Covered in Warranty,Domestic Warranty,Not Covered in Warranty,Warranty Service Type,International Warranty,Driver Size,Chassis Material,Other Features,Remote Control Support,Controls,Separation,Power Input,Sensitivity,Coverage Pattern,Other System Requirements,Technology Used,Price,Reviews,Ratings Count,Ratings,Five Stars,Four Stars,Three Stars,Two Stars,One Stars,Links
BASS,"BASS BLING mini wireless thunder bass speaker with singing microphone 10 W Bluetooth Home Theatre  (Black, 5.1 Channel)","1 SPEAKER, 1 WIRED MIC, 1 CHARGING CABLE",WS-03| Flashing DJ Lights| 3D Portable Singing Speaker Water Resistant,mini wireless thunder bass speaker with singing microphone,Home Theatre,Yes,Yes,5.1,10 W,Black,Wired & Wireless,1,No,Yes,Yes,70 HZ-18KHZ,rechargeable,4OHMS,,16 cm,14 cm,16 cm,5 m,0 mm,0 mm,0 mm,0 kg,0.2 kg,8 mm,10 mm,8 mm,0 kg,0 mm,0 mm,0 mm,0 mm,7 Day replacement,7 Day replacement,0 Year,0,7 Day replacement,,52,"Yes, plastic Chassis","Compact and Trendy:- Enjoy amazing audio experience on the go. Mini and compact design makes it easy to carry along anywhere you travel, Bluetooth speaker is perfect for hosting activities where you need to move around with your mic. It is suitable for meetings, outdoors, backyard parties and small gathering, etc",NO,"BUTTON TO DECREASE VOLUME, PRESS + BUTTON 2 PLAY NEXT SONG, PRESS-BUTTON TO PLAY PREVIOUS, PLAY/PRESS:-LONG PRESS + BUTTON TO INCREASE VOLUME",Greater than 40 dB,5V,80 dB,NOT APPLICABLE,Please charge full of electronics when you use it at first time.,,₹949,,,,,,,,,https://www.flipkart.com/bass-bling-mini-wireless-thunder-speaker-singing-microphone-10-w-bluetooth-home-theatre/p/itm0776a4fa9ab15?pid=ACCGUA44MYWBHDTG&lid=LSTACCGUA44MYWBHDTG2GL9UR&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_371&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCGUA44MYWBHDTG.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
NEELTREDE,"NEELTREDE TG-113 BLUEETOTH SPEAKER WITH USB CABLE AND AUX CABLE 10 W Bluetooth Home Theatre  (ARMY, 5.1 Channel)","1 SPEAKER, 1 CHARGING CABLE",TG 113 Portable Bluetooth Speaker,TG-113 BLUEETOTH SPEAKER WITH USB CABLE AND AUX CABLE,Home Theatre,Yes,Yes,5.1,10 W,Multicolor,Wireless,2,No,Yes,Yes,500,BATTERY,9,,10 cm,8 cm,6 cm,10 m,6 mm,8 mm,10 mm,0.3 kg,0.3 kg,6 mm,8 mm,10 mm,0.3 kg,6 mm,8 mm,10 mm,,NA,NA,,NA,NA,,52,"No, PLASTIC Chassis","boost high sound bose blast with ultra 3d bass New arrival tg113 waterproof/splashproof mini dynamite thunder sound Wireless J3Bl!uetooth Speaker for car/laptop/home audio & gaming With usb/fm/tf card & line in aux supported 10 W Bluetooth Speaker (Army, 4.2 Channel",WIRELEES,PREV/NEXT - PLAY/PAUSE - VOL - RECORDING,40,5,,HARD ABS PLASTIC,"boost high sound bose blast with ultra 3d bass New arrival tg113 waterproof/splashproof mini dynamite thunder sound Wireless J3Bl!uetooth Speaker for car/laptop/home audio & gaming With usb/fm/tf card & line in aux supported 10 W Bluetooth Speaker (Army, 4.2 Channel",BLUETOOTH,₹435,1 Reviews,19,3.9,,,,,,https://www.flipkart.com/neeltrede-tg-113-blueetoth-speaker-usb-cable-aux-10-w-bluetooth-home-theatre/p/itm8c274902b3aa1?pid=ACCGCFUYFJJMBTBY&lid=LSTACCGCFUYFJJMBTBY6G3AKE&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_372&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCGCFUYFJJMBTBY.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
ZWOLLEX,"ZWOLLEX A006 5 W Bluetooth Home Theatre  (Red, 4.2 Channel)","1 speaker, 1 Usb Cable",Wireless Speaker all android Built-in mic SD Card USB PAN Drive AUX Supported,A006,Home Theatre,Yes,Yes,4.2,5 W,Red,Wireless,2,Yes,Yes,Yes,150HZ-20KHZ,"This speaker has a soundbar design. It is portable as well. Also, it features an LED display. You can take of its comp act shape and easily place it on the table near your bed or at any convenient spot.",4,,10 cm,8 cm,10 cm,10 m,8 mm,10 mm,12 mm,0.3 kg,0.4 kg,5 mm,5 mm,6 mm,0.3 kg,8 mm,10 mm,12 mm,,Replacement,Na,,Na,Na,,3.5,"Yes, Plastic Chassis","Portable Design with Quick Carry Strap, Built-In Microphone Supporting Hands-Free Calling, Accepts USB & Micro SD Music Files",NO,ON/OFF/Play/Push/Next/Preview,40,10,,80 degree,"Before first use charge atlest for long Battery, Portable mobile Bluetooth speaker with good battery backup",Bluetooth,₹699,,,,,,,,,https://www.flipkart.com/zwollex-a006-5-w-bluetooth-home-theatre/p/itm7b262aef4831b?pid=ACCGDHVPHPAYDQTA&lid=LSTACCGDHVPHPAYDQTA5APWUD&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_373&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCGDHVPHPAYDQTA.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
iball,"iball The Pied Piper 31 W Bluetooth Home Theatre  (Red, 4.2 Channel)",1 FRAME SPEAKER,The Pied Piper,,Home Theatre,Yes,Yes,4.2,31 W,Multicolor,,,,,,89,AC,8,,37.2 cm,47.2 cm,5.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"₹8,450",,,,,,,,,https://www.flipkart.com/iball-pied-piper-31-w-bluetooth-home-theatre/p/itmffrn2pvv3gwwu?pid=ACCFFR8MCUAF9ZC6&lid=LSTACCFFR8MCUAF9ZC6NPMUSO&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_374&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCFFR8MCUAF9ZC6.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
Musify,"Musify NEW ARRIVAL TG-113 Extra Baas Stereo 3D Thunder Beat sound| Splash proof| Water resistant | mini Home theatre| AUX supported| wireless Speaker| Long hour battery Life 10 W Bluetooth Home Theatre  (Black, Stereo Channel)",1 SPEAKER,NEW ARRIVAL TG-113 Extra Baas Stereo 3D Thunder Beat sound| Splash proof| Water resistant | mini Home theatre| AUX supported| wireless Speaker| Long hour battery Life,,Home Theatre,Yes,Yes,Stereo,10 W,Black,Wired & Wireless,0,,Yes,Yes,300,BATTERY,4,,10 cm,12 cm,8 cm,,,,,,,,,,,,,,,NA,NA,,NA,NA,,52,PLASTIC Chassis,"ULTRA SOUND Speaker has a Cool appearance, Football shape design, fashionable and sporty,Support USB, Support TF card, FM Radio function, Bluetooth functionality built-in microphone can answer the phone,stereo input out put., Enjoy True, Full Room Sound From Our Resonance Technology And Tri-Band Sound Frequency. The Speaker Captures The High Highs And The Deepest Lows, Giving You Rich, Full Surround Sound, The Ultimate, High-Powered Portable Bluetooth Speaker With Powerful Stereo Sound And A Power Bank All In One Package. A Built-In Noise And Echo-Cancelling Speakerphone Gives",,PREV/NEXT - PLAY/PAUSE - VOL - RECORDING,,4,42 dB,,,BLUETOOTH,₹469,,,,,,,,,https://www.flipkart.com/musify-new-arrival-tg-113-extra-baas-stereo-3d-thunder-beat-sound-splash-proof-water-resistant-mini-home-theatre-aux-supported-wireless-speaker-long-hour-battery-life-10-w-bluetooth-theatre/p/itmc762bfa1ed5b7?pid=ACCG7R8GJNQHRQXH&lid=LSTACCG7R8GJNQHRQXH9WOXMC&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_375&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCG7R8GJNQHRQXH.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
PHILIPS,"PHILIPS MMS3160B/94 60 W Bluetooth Home Theatre  (Black, 3.1 Channel)","Remote control, User Manual, 3 speaker with subwoofer",IN-MMS3160B/94/MMS3160B/94,MMS3160B/94,Home Theatre,Yes,Yes,3.1,60 W,Black,Wired,,,Yes,,6000 PMPO,230V AC,3.1 SPKR,No,33.5 cm,17 cm,30 cm,,84.3 mm,434.8 mm,94.6 mm,,,335 mm,312 mm,170 mm,,,,,,,,1 Year,,"Philips Toll Free no : 1800-425-6396 , Customer Needs to Carry the Product to the Nearby Authorized Service Center to Get the Product Repaired or Inspected.",,,Yes,,,,,,,,,,"₹4,999",36 Reviews,201,4.1,113,35,26,8,19,https://www.flipkart.com/philips-mms3160b-94-60-w-bluetooth-home-theatre/p/itmewehvcdwje2yb?pid=ACCEWEEQDTFAFG6J&lid=LSTACCEWEEQDTFAFG6JSO8ZWX&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_376&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCEWEEQDTFAFG6J.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
TEQIR,"TEQIR Bluetooth Speaker Bass, Music System for Home Theatre, Living Room & Travelling 16 W Bluetooth Home Theatre  (Black, Stereo Channel)","1 SPEAKER, WITH POWER CABLE","Bluetooth Speaker Bass, Music System for Home Theatre, Living Room & Travelling",,Home Theatre,Yes,Yes,Stereo,16 W,Black,Wireless,2,Yes,Yes,Yes,300GHZ100,BATTERY,,,8 cm,12 cm,5 cm,1 m,,,,,,,,,,,,,,7 DAYS REPLACEMENT,NA,,NA,NA,,,"Yes, Yes, hard plastic Chassis","Incredible 16W powerful sound that gives you an immersive sound experience. bluetooth soundbar can easily be mounted on the wall, saving space and making them an integral part of your lifestyle. : Sit back, relax and take control of your entertainment with the press of a button",,"ON/Off, Next/ Preview, FM Button",6DB,USB CHARGING BATTERY,45 dB,4OH,"You can stream music from Spotify, Gaana and JioSaavn on this smart soundbar.",,₹989,,,,,,,,,https://www.flipkart.com/teqir-bluetooth-speaker-bass-music-system-home-theatre-living-room-travelling-16-w-theatre/p/itme36635d9eb558?pid=ACCGRFPJWMF76SZZ&lid=LSTACCGRFPJWMF76SZZEKRGMS&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_377&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCGRFPJWMF76SZZ.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
ROKAVO,"ROKAVO Bluetooth Speaker A005 Bass Speaker with TF Card /USB Port Support 10 W Bluetooth Home Theatre  (Black, 5.0 Channel)",1 SPEKAER,A005 Portable Bluetooth Speaker with LED Light FM/TF Card /USB Port Speaker 10 W,Bluetooth Speaker A005 Bass Speaker with TF Card /USB Port Support,Home Theatre,Yes,Yes,5.0,10 W,Black,Wireless,2,,Yes,Yes,,,,,12.7 cm,38.1 cm,12.7 cm,,,,,,,,,,,,,,,,,,,,,,No,,,,,5,102 dB,,Before first use charge atlest 120 mints for long Battery,Bluetooth,₹485,,,,,,,,,https://www.flipkart.com/rokavo-bluetooth-speaker-a005-bass-tf-card-usb-port-support-10-w-home-theatre/p/itmd26189a49e7c2?pid=ACCGHQDEKSHZRRUG&lid=LSTACCGHQDEKSHZRRUGN2DTIA&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_378&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCGHQDEKSHZRRUG.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
DH,"DH Discovery DH18000W Speaker with (Radio, USB Port, AUX, LCD Display, Remote Control,) 250 W Bluetooth Home Theatre  (Black, 4.1 Channel)",1 Subwoofer,"DH18000W Speaker with (Radio, USB Port, AUX, LCD Display, Remote Control,)",,Home Theatre,Yes,No,4.1,250 W,Black,Wired & Wireless,1,Yes,Yes,,80Hz-60KHz,Ac Adaptor,,,20 cm,35 cm,30 cm,,8 mm,42 mm,11 mm,4.4 kg,4.6 kg,30 mm,33 mm,20 mm,,,,,,1 Year Warranty provided by the manufacturer from date of purchase,,1 Year,,,,"3 inch satellite, 6 inch subwoffer","Wood (Subwoofer), Plastic (Satellite) Chassis Chassis",,Wireless,"Volume, Play, Pause, Track Control, EQ, FM",,Power Input,,,,,"₹6,939",14 Reviews,96,3.5,45,13,7,9,22,https://www.flipkart.com/dh-discovery-dh18000w-speaker-radio-usb-port-aux-lcd-display-remote-control-250-w-bluetooth-home-theatre/p/itm03193dd8e87f3?pid=ACCGP84GHPEPJJXK&lid=LSTACCGP84GHPEPJJXKJSVRT1&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_379&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCGP84GHPEPJJXK.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
Uborn,"Uborn NEW BRAND Bulb Led Music Light RGB Remote Control Home Bedroom Party Decoration 10 W Bluetooth Home Theatre  (White, Stereo Channel)",1 SPEAKER,NEW BRAND Bulb Led Music Light RGB Remote Control Home Bedroom Party Decoration,,Home Theatre,Yes,Yes,Stereo,10 W,White,Wired & Wireless,1,,Yes,,,,,,8 cm,8 cm,8 cm,,,,,,,,,,,,,,,NA,NA,,NA,N/A,,,PLASTIC Chassis,13 Colors & 4 Modes: RGB color changing light bulb has 12 colorful lights and daylight white light. Flash/Strobe/Fade/Smooth 4 light modes. The color changing light bulb speaker will achieve your different lighting needs.,,,,,,,,BLUETOOTH,₹379,0 Reviews,7,3.6,,,,,,https://www.flipkart.com/uborn-new-brand-bulb-led-music-light-rgb-remote-control-home-bedroom-party-decoration-10-w-bluetooth-theatre/p/itm9e3c1aa801c84?pid=ACCGGKYB2ZE9SZQF&lid=LSTACCGGKYB2ZE9SZQFQUEYT3&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_380&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCGGKYB2ZE9SZQF.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
Worricow,"Worricow WS-01|3D Extra Thunder Beat Sound| Splashproof| Water Resistant| Rock Beat Blast Stereo| Mini Home Theatre| Led Colour Changing Lights |AUX Supported| Wireless Speaker for All mobile tablet 10 W Bluetooth Home Theatre  (Black, Stereo Channel)",1 SPEAKER,WS-01|3D Extra Thunder Beat Sound| Splashproof| Water Resistant| Rock Beat Blast Stereo| Mini Home Theatre| Led Colour Changing Lights |AUX Supported| Wireless Speaker for All mobile tablet,,Home Theatre,Yes,Yes,Stereo,10 W,Black,Wired & Wireless,1,,Yes,Yes,300,BATTERY,4,,8 cm,10 cm,8 cm,,,,,,,,,,,,,,,NA,NA,,NA,NA,,52,PLASTIC Chassis,"USB powered 5.0 speaker best fit for your gaming experience as it comes in a modern design and adds an element with its breathing RGB LED lights, Battery Capacity of 1200mAh delivering a playback time of up to 10 hours (50% volume); Full Charge in about 4 hours",,PREV/NEXT - PLAY/PAUSE - VOL - RECORDING,,4,42 dB,,Please charge full of electronics when you use it at first time.,BLUETOOTH,₹499,4 Reviews,21,3.7,,,,,,https://www.flipkart.com/worricow-ws-01-3d-extra-thunder-beat-sound-splashproof-water-resistant-rock-blast-stereo-mini-home-theatre-led-colour-changing-lights-aux-supported-wireless-speaker-all-mobile-tablet-10-w-bluetooth-theatre/p/itm994439e38ca75?pid=ACCG729H6A92NUZH&lid=LSTACCG729H6A92NUZHPX9JVY&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_381&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCG729H6A92NUZH.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.flipkart.com/tronesla-king-55-w-bluetooth-home-theatre/p/itmc9ee65b43c96f?pid=ACCGMG4GGDJSMJQG&lid=LSTACCGMG4GGDJSMJQGKQ3TZQ&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_382&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCGMG4GGDJSMJQG.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
CIHLEX,"CIHLEX Portable Speaker Multimedia Wooden Soundbar Music Box TF/USB/AUX Premium Bass 10 W Bluetooth Home Theatre  (Black, Stereo Channel)",1 Speaker,Portable Speaker Multimedia Wooden Soundbar Music Box TF/USB/AUX Premium Bass,,Home Theatre,Yes,Yes,Stereo,10 W,Black,Wireless,2,Yes,Yes,Yes,300,BATTERY,16,,4 cm,14 cm,6 cm,1.5 m,,,,,,,,,,,,,,,MANUFACTURE DEFECT,,PHYSICAL DAMAGE,,,3.5,No,,,"ON/OFF, Call Buttorn, Next/Back",40,5,85 dB,50,,Wireless Bluetooth,₹521,7 Reviews,106,3.5,50,13,9,7,27,https://www.flipkart.com/cihlex-portable-speaker-multimedia-wooden-soundbar-music-box-tf-usb-aux-premium-bass-10-w-bluetooth-home-theatre/p/itm9a1b2dfbd7f02?pid=ACCGBC7QJNBUPGUU&lid=LSTACCGBC7QJNBUPGUUFSMRNK&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_383&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCGBC7QJNBUPGUU.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
TRONICA,"TRONICA VERSION 5 48 W Bluetooth Home Theatre  (Black, 5.1 Channel)","REMOTE, GUARANTEE CARD",Version:5 Ace Series 5.1 Bluetooth Home Theater with Vivid Light Effects Supports Pendrive/Sd Card/FM/Aux/TV & Remote 44 W Black 5.1 Channel Wired Home Theatre,VERSION 5,Home Theatre,Yes,Yes,5.1,48 W,Black,Wired,1,Yes,Yes,No,,,,,30 cm,20 cm,26 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"₹2,299",13 Reviews,95,3.8,54,11,6,4,20,https://www.flipkart.com/tronica-version-5-48-w-bluetooth-home-theatre/p/itm584c29975d16e?pid=ACCGF5AHXHY4XNHB&lid=LSTACCGF5AHXHY4XNHBHOUXKD&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_384&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCGF5AHXHY4XNHB.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
SURYAKUSH,"SURYAKUSH Bluetooth speaker Audio Recording for Indoors & Outdoor, PA System 10 W Bluetooth Home Theatre  (Black, Stereo Channel)","1x Speaker, 1x Wired Mic, 1x USB Charging Cable, User Manual Card","Bluetooth speaker Audio Recording for Indoors & Outdoor, PA System",,Home Theatre,Yes,Yes,Stereo,10 W,Black,Wireless,,,Yes,Yes,,,,,8 cm,9 cm,11 cm,,,,,,,,,,,,,,,,,,,,,,Plastic Chassis,"Connectivity Technology: Bluetooth, Connect Type: USB & AUX , SD ,TF card , Control: Button., Multipurpose Bluetooth Speaker With Handheld Karaoke Singing Mic & Mobile Holding Space |Dustproof |Splashproof |Speaker |modern design, strong, durable Speaker, High-performance drivers, The microphone port is great for singing karaoke with friends or making announcements",,,,,85 dB,,,,₹949,,,,,,,,,https://www.flipkart.com/suryakush-bluetooth-speaker-audio-recording-indoors-outdoor-pa-system-10-w-home-theatre/p/itm5a1fd1e884917?pid=ACCGQHS8KCAAMPXZ&lid=LSTACCGQHS8KCAAMPXZNTYGRW&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_385&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCGQHS8KCAAMPXZ.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
SKYSTER,"SKYSTER HT-1 MULTIMEDIA SPEAKER SYSTEM 9500 W Bluetooth Home Theatre  (Black, 5.1 Channel)","BOOFER, 5 Sattelite, Aux, Remote",HT-1 MULTIMEDIA SPEAKER SYSTEM,,Home Theatre,Yes,Yes,5.1,9500 W,Black,Wired & Wireless,,Yes,Yes,,,,,,10 cm,15 cm,10 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"₹3,910",2 Reviews,83,3.7,46,9,2,8,18,https://www.flipkart.com/skyster-ht-1-multimedia-speaker-system-9500-w-bluetooth-home-theatre/p/itm0dbda11167c08?pid=ACCGHGNWHXSCYFMG&lid=LSTACCGHGNWHXSCYFMGLLL9OA&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_386&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCGHGNWHXSCYFMG.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
SKYSTER,"SKYSTER MULTIMEDIA SPEAKAR SYSTEM 9500 W Bluetooth Home Theatre  (Black, 5.1 Channel)","BOOFER, 5 Sattelite, Aux, Remote",MULTIMEDIA SPEAKAR SYSTEM,,Home Theatre,Yes,Yes,5.1,9500 W,Black,,,,,,,,,,20 cm,30 cm,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"₹3,910",4 Reviews,54,3.9,32,5,6,2,9,https://www.flipkart.com/skyster-multimedia-speakar-system-9500-w-bluetooth-home-theatre/p/itmb197f910a1172?pid=ACCGZFKFMPWZCSS9&lid=LSTACCGZFKFMPWZCSS9L9P5HO&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_387&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCGZFKFMPWZCSS9.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
Treadmill,"Treadmill TG 143 Portable Wireless Bluetooth Dual Bass HD Sound Led Speaker with Aux, 10 W Bluetooth Home Theatre  (Blue, 5.1 Channel)",1 x speaker,TG-143 Dual Woofer Horn DJ Power boost High Bass With Part Light Design Compatible Device Mobile/Laptop/Computer/Table SD Card & Aux Supported,"TG 143 Portable Wireless Bluetooth Dual Bass HD Sound Led Speaker with Aux,",Home Theatre,Yes,Yes,5.1,10 W,Blue,Wireless,4,Yes,Yes,No,500,BATTERY,32,,15 cm,10 cm,12 cm,8 m,8 mm,10 mm,12 mm,0.4 kg,0.4 kg,8 mm,10 mm,12 mm,0.4 kg,8 mm,10 mm,12 mm,10 mm,NA,NA,,NA,NA,,52,"Yes, Plastic Chassis","BUILT-IN MIC: The speaker has a mic that will allow you to talk to your love ones for hours due to the amazing battery life, Grab one and take it with you when swimming, camping, hiking, cycling, drifting and more. Run along is time is 5-6 hours., The long lasting lithium battery powerful sound with a solid bass to amplify your beats with Multicolor led lighting with portable",WIRELESS,"Power On/ Off, Mode, Volume +/-, PLAY/PAUSE",40,5,42 dB,HARD ABS PLASTIC,Before first use charge atlest 20 mints for long Battery,BLUETOOTH,₹689,1 Reviews,9,4,,,,,,https://www.flipkart.com/treadmill-tg-143-portable-wireless-bluetooth-dual-bass-hd-sound-led-speaker-aux-10-w-home-theatre/p/itm2f47a13e97b25?pid=ACCG7T6GGGXQFSHH&lid=LSTACCG7T6GGGXQFSHHON4DR4&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_388&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCG7T6GGGXQFSHH.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
TOPLUS,"TOPLUS TS-2818 BT 60 W Bluetooth Home Theatre  (Black, 4.1 Channel)","1 Subwoofer, 4 Satellite Speakers, 1 Remote ,Aux Cable",TS-2818 BT,TS-2818 BT,Home Theatre,Yes,Yes,4.1,60 W,Black,,,Yes,Yes,Yes,,,,,15 cm,20 cm,25 cm,10 m,,,,,,250 mm,200 mm,150 mm,,,,,,,,1 Year,,,,,,IN-BUILT MIC,Yes,Wire And Wireless,,,,,,,"₹1,989",0 Reviews,8,3.3,,,,,,https://www.flipkart.com/toplus-ts-2818-bt-60-w-bluetooth-home-theatre/p/itm0e68a8bda151f?pid=ACCGEGY4FAG2RVEU&lid=LSTACCGEGY4FAG2RVEUNIFMHB&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_389&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCGEGY4FAG2RVEU.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
CIHLEX,"CIHLEX Super Party Bluetooth Wooden Portable Wireless Splash-Proof Speaker 5 W Bluetooth Home Theatre  (Grey, Stereo Channel)",1 Speaker,Super Party Bluetooth Wooden Portable Wireless Splash-Proof Speaker,Super Party Bluetooth Wooden Portable Wireless Splash-Proof Speaker,Home Theatre,Yes,Yes,Stereo,5 W,Green,Wireless,2,Yes,Yes,Yes,300,BATTERY,16,,6 cm,12 cm,6 cm,1.5 m,,,,,,,,,,,,,,7 DAYS REPLACEMNET WARRANTY,MANUFACTURE DEFECT,,PHYSICAL DAMAGE,7 DAYS REPLACEMNET WARRANTY,,3.5,No,"Built-in microphone,High-quality sound,Switch between audio and phone and take hands-free calls over Bluetooth., clear sound, noise cancelation, high bass, Long Life Battery, ULTRA SOUND Speaker has a Cool appearance, Football shape design, fashionable and sporty,Support USB, Support TF card, FM Radio function, Bluetooth functionality built-in microphone can answer the phone,stereo input out put., Enjoy True, Full Room Sound From Our Resonance Technology And Tri-Band Sound Frequency. The Speaker Captures The High Highs And The Deepest Lows, Giving You Rich, Full Surround Sound, The Ultimate, High-Powered Portable Bluetooth Speaker With Powerful Stereo Sound And A Power Bank All In One Package. A Built-In Noise And Echo-Cancelling Speakerphone Gives",,"ON/OFF, Call Buttorn, Next/Back",40,5,85 dB,50,"Enjoy True, Full Room Sound From Our Resonance Technology And Tri-Band Sound Frequency., The Speaker Captures The High Highs And The Deepest Lows, Giving You Rich, Full Surround Sound., Perfect for personal outdoor use. If you are out on a camping trip, or spending some time with friends on a picnic, you’ll find Bluetooth speakers very handy.",Wireless Bluetooth,₹499,0 Reviews,6,3.5,,,,,,https://www.flipkart.com/cihlex-super-party-bluetooth-wooden-portable-wireless-splash-proof-speaker-5-w-home-theatre/p/itm2a55a665d52f3?pid=ACCGBC7BCTAYDATH&lid=LSTACCGBC7BCTAYDATHSOXHHK&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_390&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCGBC7BCTAYDATH.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
